tld,type,punycode,language_code,translation,romanized,rtl,sponsor,registrar,registrar_name,registrar_web,price_new,price_renew,price_transfer,currency,updated_time
tennis,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,44.78,44.78,44.78,usd,2025-01-01 14:55:21
tf,ccTLD,,,,,no,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),regery,Regery,https://regery.com/,6.69,6.99,6.69,usd,2024-09-11 10:54:05
tg,ccTLD,,,,,no,Autorité de Régulation des Communications Electroniques et des Postes (ARCEP),domgate,domgate,https://domgate.com/,20,20.0,20,eur,2025-01-01 15:01:39
th,ccTLD,,,,,no,Thai Network Information Center Foundation,domgate,domgate,https://domgate.com/,3600,3500.0,3500,eur,2025-01-01 15:01:39
theater,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,10.79,42.72,42.72,usd,2025-01-01 14:55:21
theatre,gTLD,,,,,no,XYZ.COM LLC,spaceship,Spaceship,https://www.spaceship.com/,465,499.98,499.98,usd,2024-10-24 10:36:51
tickets,gTLD,,,,,no,XYZ.COM LLC,sav,Sav,https://www.sav.com/,360.88,360.88,360.88,usd,2025-01-01 14:47:32
tienda,gTLD,,,shop,,no,"Binky Moon, LLC",cloudflare,Cloudflare,https://www.cloudflare.com/,41.18,41.18,41.18,usd,2024-11-30 21:56:07
tips,gTLD,,,,,no,"Binky Moon, LLC",dreamhost,DreamHost,https://www.dreamhost.com/,19.95,19.95,19.95,usd,2025-01-01 14:48:20
tires,gTLD,,,,,no,"Binky Moon, LLC",cloudflare,Cloudflare,https://www.cloudflare.com/,70.18,70.18,70.18,usd,2024-11-30 21:56:07
tirol,gTLD,,,,,no,punkt Tirol GmbH,alldomains,ALLDomains,https://alldomains.hosting/,31,33.5,33.5,eur,2025-01-01 15:09:44
tj,ccTLD,,,,,no,Information Technology Center,mrdomain,MrDomain,https://www.mrdomain.com/,79.95,50.95,79.95,eur,2025-01-01 14:56:21
tk,ccTLD,,,,,no,Telecommunication Tokelau Corporation (Teletok),hexonet,HEXONET,https://hexonet.net/,6.92,6.92,6.92,usd,2024-12-03 18:48:54
tl,ccTLD,,,,,no,Autoridade Nacional de Comunicações,ovh,OVHcloud,https://www.ovhcloud.com/,69.99,50.99,46.99,eur,2024-09-01 14:41:55
tm,ccTLD,,,,,no,TM Domain Registry Ltd,dotology,dotology,https://dotology.com/,99,119.0,119,usd,2025-01-01 14:59:45
tn,ccTLD,,,,,no,Agence Tunisienne d'Internet,ovh,OVHcloud,https://www.ovhcloud.com/,5.99,4.49,5.99,eur,2024-09-01 14:41:55
to,ccTLD,,,,,no,"Government of the Kingdom of Tonga
H.R.H. Crown Prince Tupouto'a
c/o Consulate of Tonga",spaceship,Spaceship,https://www.spaceship.com/,20.7,20.7,20.7,usd,2024-10-24 10:36:51
today,gTLD,,,,,no,"Binky Moon, LLC",tencent,腾讯云,https://cloud.tencent.com/,48,65.0,65,cny,2024-11-01 19:20:20
tokyo,gTLD,,,,,no,"GMO Registry, Inc.",innovahost,InnovaHost,https://innovahost.net/,8.01,8.01,8.01,eur,2024-11-15 16:13:17
tools,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,9.76,24.18,24.18,usd,2025-01-01 14:55:21
top,gTLD,,,,,no,"Jiangsu Bangning Science & Technology Co.,Ltd.",spaceship,Spaceship,https://www.spaceship.com/,1.05,3.85,3.85,usd,2024-10-24 10:36:51
tours,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,5.64,42.72,42.72,usd,2025-01-01 14:55:21
town,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,5.64,24.18,24.18,usd,2025-01-01 14:55:21
toys,gTLD,,,,,no,"Binky Moon, LLC",dotology,dotology,https://dotology.com/,29.99,29.99,29.99,usd,2025-01-01 14:59:45
tr,ccTLD,,,,,no,Bilgi Teknolojileri ve İletişim Kurumu (BTK),regtons,regtons,https://regtons.com/,7.08,9.91,0,usd,2025-01-01 15:00:16
trade,gTLD,,,,,no,Elite Registry Limited,domaincom,Domain.com,https://www.domain.com/,2.99,4.99,n/a,usd,2024-11-01 19:05:30
trading,gTLD,,,,,no,"Dog Beach, LLC",porkbun,porkbun,https://porkbun.com/,13.88,13.88,13.88,usd,2025-01-01 14:55:21
training,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,8.22,26.24,26.24,usd,2025-01-01 14:55:21
travel,sTLD,,,,,no,"Dog Beach, LLC",porkbun,porkbun,https://porkbun.com/,15.94,98.33,98.33,usd,2025-01-01 14:55:21
trust,gTLD,,,,,no,UNR Corp.,hexonet,HEXONET,https://hexonet.net/,2500,2500.0,2500,usd,2024-12-03 18:48:54
tt,ccTLD,,,,,no,"University of the West Indies
Faculty of Engineering",domgate,domgate,https://domgate.com/,250,250.0,250,eur,2025-01-01 15:01:39
tube,gTLD,,,,,no,Latin American Telecom LLC,porkbun,porkbun,https://porkbun.com/,21.09,22.68,21.99,usd,2025-01-01 14:55:21
tv,ccTLD,,,,,no,Ministry of Finance and Tourism,spaceship,Spaceship,https://www.spaceship.com/,24.98,24.98,24.98,usd,2024-10-24 10:36:51
tw,ccTLD,,,,,no,Taiwan Network Information Center (TWNIC),363hk,西部数码国际,https://www.363.hk/,138,138.0,n/a,cny,2025-01-01 14:46:57
tz,ccTLD,,,,,no,Tanzania Communications Regulatory Authority,101domain,101domain,https://www.101domain.com/,45.99,45.99,45.99,usd,2025-01-01 14:48:25
ua,ccTLD,,,,,no,Hostmaster Ltd.,namesilo,NameSilo,https://www.namesilo.com/,9,9.0,9,usd,2025-01-01 14:49:01
ug,ccTLD,,,,,no,Uganda Online Ltd.,domgate,domgate,https://domgate.com/,35,35.0,35,eur,2025-01-01 15:01:39
uk,ccTLD,,,,,no,Nominet UK,spaceship,Spaceship,https://www.spaceship.com/,4.88,4.88,0,usd,2024-10-24 10:36:51
university,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,10.79,41.69,41.69,usd,2025-01-01 14:55:21
uno,gTLD,,,one,,no,Radix FZC,aliyun,阿里云,https://wanwang.aliyun.com/,10,72.0,70,cny,2025-01-01 14:47:23
us,ccTLD,,,,,no,"Registry Services, LLC",spaceship,Spaceship,https://www.spaceship.com/,1.55,6.48,6.48,usd,2024-10-24 10:36:51
uy,ccTLD,,,,,no,SeCIU - Universidad de la Republica,domgate,domgate,https://domgate.com/,35,35.0,35,eur,2025-01-01 15:01:39
uz,ccTLD,,,,,no,Single Integrator for Creation and Support of State Information Systems UZINFOCOM,regery,Regery,https://regery.com/,26.99,28.99,28.99,usd,2024-09-11 10:54:05
vacations,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,5.64,26.24,26.24,usd,2025-01-01 14:55:21
vana,gTLD,,,,,no,"Lifestyle Domain Holdings, Inc.",spaceship,Spaceship,https://www.spaceship.com/,2070,2070.0,2070,usd,2024-10-24 10:36:51
vc,ccTLD,,,,,no,"Ministry of Telecommunications, Science, Technology and Industry",sav,Sav,https://www.sav.com/,25.88,25.88,25.88,usd,2025-01-01 14:47:32
ve,ccTLD,,,,,no,Comisión Nacional de Telecomunicaciones (CONATEL),gandi,gandi.net,https://www.gandi.net/,78,151.98,78,eur,2025-01-01 15:04:05
vegas,gTLD,,,,,no,"Dot Vegas, Inc.",porkbun,porkbun,https://porkbun.com/,15.94,41.64,41.99,usd,2025-01-01 14:55:21
ventures,gTLD,,,,,no,"Binky Moon, LLC",363hk,西部数码国际,https://www.363.hk/,278,278.0,278,cny,2025-01-01 14:46:57
versicherung,gTLD,,,insurance,,no,TLD-BOX Registrydienstleistungen GmbH,sav,Sav,https://www.sav.com/,114.54,114.54,n/a,usd,2025-01-01 14:47:32
vet,gTLD,,,,,no,"Dog Beach, LLC",porkbun,porkbun,https://porkbun.com/,28.3,28.3,28.3,usd,2025-01-01 14:55:21
vg,ccTLD,,,,,no,Telecommunications Regulatory Commission of the Virgin Islands,internetbs,internet.bs,https://internetbs.net/,7.99,8.99,8.99,usd,2025-01-01 15:04:13
vi,ccTLD,,,,,no,"Virgin Islands Public Telecommunications System, Inc.",quyu,趣域网,https://www.quyu.net/,2250,1550.0,1550,cny,2025-01-01 14:47:38
viajes,gTLD,,,travel,,no,"Binky Moon, LLC",spaceship,Spaceship,https://www.spaceship.com/,34.98,34.98,34.98,usd,2024-10-24 10:36:51
video,gTLD,,,,,no,"Dog Beach, LLC",tencent,腾讯云,https://cloud.tencent.com/,48,65.0,65,cny,2024-11-01 19:20:20
villas,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,10.79,37.05,37.05,usd,2025-01-01 14:55:21
vin,gTLD,,,,,no,"Binky Moon, LLC",tencent,腾讯云,https://cloud.tencent.com/,35,78.0,75,cny,2024-11-01 19:20:20
vip,gTLD,,,,,no,"Registry Services, LLC",spaceship,Spaceship,https://www.spaceship.com/,3.62,4.7,4.7,usd,2024-10-24 10:36:51
vision,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,5.64,26.24,26.24,usd,2025-01-01 14:55:21
vlaanderen,gTLD,,,,,no,DNS.be vzw,sav,Sav,https://www.sav.com/,23.43,23.43,n/a,usd,2025-01-01 14:47:32
vn,ccTLD,,,,,no,Viet Nam Internet Network Information Center (VNNIC),domgate,domgate,https://domgate.com/,30,30.0,30,eur,2025-01-01 15:01:39
vodka,gTLD,,,,,no,"Registry Services, LLC",cloudflare,Cloudflare,https://www.cloudflare.com/,22.18,22.18,22.18,usd,2024-11-30 21:56:07
vote,gTLD,,,,,no,Monolith Registry LLC,porkbun,porkbun,https://porkbun.com/,10.79,62.29,62.29,usd,2025-01-01 14:55:21
voting,gTLD,,,,,no,Valuetainment Corp.,alldomains,ALLDomains,https://alldomains.hosting/,689.07,731.0,731,eur,2025-01-01 15:09:44
voto,gTLD,,,vote,,no,Monolith Registry LLC,regery,Regery,https://regery.com/,13.99,54.99,54.99,usd,2024-09-11 10:54:05
voyage,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,5.64,39.63,39.63,usd,2025-01-01 14:55:21
vu,ccTLD,,,,,no,Telecommunications Radiocommunications and Broadcasting Regulator (TRBR),sav,Sav,https://www.sav.com/,51.99,51.99,51.99,usd,2025-01-01 14:47:32
vuelos,gTLD,,,flights,,no,,regery,Regery,https://regery.com/,10799,10799.0,10799,usd,2024-09-11 10:54:05
wales,gTLD,,,,,no,Nominet UK,ddd,DDD.COM,https://www.ddd.com/,10.3,9.45,9.45,usd,2024-12-03 18:48:39
wang,gTLD,,,,,no,Zodiac Wang Limited,alibaba,Alibaba Cloud,https://alibabacloud.com/,3.9,5.9,5.9,usd,2025-01-01 14:53:34
watch,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,3.49,29.33,29.33,usd,2025-01-01 14:55:21
watches,gTLD,,,,,no,Afilias Limited,sav,Sav,https://www.sav.com/,49.99,257.88,257.88,usd,2025-01-01 14:47:32
webcam,gTLD,,,,,no,dot Webcam Limited,domaincom,Domain.com,https://www.domain.com/,6.99,8.99,n/a,usd,2024-11-01 19:05:30
website,gTLD,,,,,no,Radix FZC,tencent,腾讯云,https://cloud.tencent.com/,8,65.0,120,cny,2024-11-01 19:20:20
wedding,gTLD,,,,,no,"Registry Services, LLC",cloudflare,Cloudflare,https://www.cloudflare.com/,22.18,22.18,22.18,usd,2024-11-30 21:56:07
wf,ccTLD,,,,,no,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),regery,Regery,https://regery.com/,6.69,6.99,6.69,usd,2024-09-11 10:54:05
whoswho,gTLD,,,,,no,Who's Who Registry,namesilo,NameSilo,https://www.namesilo.com/,5499,5499.0,5499,usd,2025-01-01 14:49:01
wien,gTLD,,,,,no,punkt.wien GmbH,mrdomain,MrDomain,https://www.mrdomain.com/,30.95,30.95,30.95,eur,2025-01-01 14:56:21
wiki,gTLD,,,,,no,"Top Level Design, LLC",aliyun,阿里云,https://wanwang.aliyun.com/,15,84.0,82,cny,2025-01-01 14:47:23
win,gTLD,,,,,no,First Registry Limited,domaincom,Domain.com,https://www.domain.com/,2.99,4.99,n/a,usd,2024-11-01 19:05:30
wine,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,5.64,39.63,39.63,usd,2025-01-01 14:55:21
work,gTLD,,,,,no,"Registry Services, LLC",baidu,百度智能云,https://cloud.baidu.com/,30,33.0,33,cny,2025-01-01 14:52:53
works,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,6.16,26.24,26.24,usd,2025-01-01 14:55:21
world,gTLD,,,,,no,"Binky Moon, LLC",363hk,西部数码国际,https://www.363.hk/,48,67.0,64,cny,2025-01-01 14:46:57
ws,ccTLD,,,,,no,Government of Samoa Ministry of Foreign Affairs & Trade,quyu,趣域网,https://www.quyu.net/,55,75.0,75,cny,2025-01-01 14:47:38
wtf,gTLD,,,,,no,"Binky Moon, LLC",porkbun,porkbun,https://porkbun.com/,4.61,24.18,24.18,usd,2025-01-01 14:55:21
xin,gTLD,,,credit; honest,,no,Elegant Leader Limited,aliyun,阿里云,https://wanwang.aliyun.com/,12,39.0,39,cny,2025-01-01 14:47:23
xxx,sTLD,,,,,no,ICM Registry LLC,regery,Regery,https://regery.com/,79.99,79.99,79.99,usd,2024-09-11 10:54:05
xyz,gTLD,,,,,no,XYZ.COM LLC,cosmotown,Cosmotown,https://www.cosmotown.com/,1.87,10.45,10.45,usd,2024-11-15 16:07:41
yachts,gTLD,,,,,no,XYZ.COM LLC,cosmotown,Cosmotown,https://www.cosmotown.com/,10.95,11.17,11.17,usd,2024-11-15 16:07:41
ye,ccTLD,,,,,no,TeleYemen,domgate,domgate,https://domgate.com/,175,175.0,235,eur,2025-01-01 15:01:39
yoga,gTLD,,,,,no,"Registry Services, LLC",alibaba,Alibaba Cloud,https://alibabacloud.com/,19,19.0,15,usd,2025-01-01 14:53:34
yokohama,gTLD,,,,,no,"GMO Registry, Inc.",hexonet,HEXONET,https://hexonet.net/,12.31,12.31,12.31,usd,2024-12-03 18:48:54
yt,ccTLD,,,,,no,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),regery,Regery,https://regery.com/,6.69,6.99,6.69,usd,2024-09-11 10:54:05
za,ccTLD,,,,,no,ZA Domain Name Authority,gandi,gandi.net,https://www.gandi.net/,8.07,23.98,0,eur,2025-01-01 15:04:05
zip,gTLD,,,,,no,Charleston Road Registry Inc.,spaceship,Spaceship,https://www.spaceship.com/,5.18,10.32,10.32,usd,2024-10-24 10:36:51
zm,ccTLD,,,,,no,Zambia Information and Communications Technology Authority (ZICTA),gandi,gandi.net,https://www.gandi.net/,66.6,130.0,66.6,eur,2025-01-01 15:04:05
zone,gTLD,,,,,no,"Binky Moon, LLC",tencent,腾讯云,https://cloud.tencent.com/,48,65.0,65,cny,2024-11-01 19:20:20
zuerich,gTLD,,,,,no,Kanton Zürich (Canton of Zurich),regery,Regery,https://regery.com/,86.69,89.99,89.99,usd,2024-09-11 10:54:05
zw,ccTLD,,,,,no,Postal and Telecommunications Regulatory Authority of Zimbabwe (POTRAZ),gandi,gandi.net,https://www.gandi.net/,70,112.0,70,eur,2025-01-01 15:04:05
ελ,ccTLD,xn--qxam,el,ht,,no,ICS-FORTH GR,netim,netim,https://www.netim.com/,12,12.0,0,eur,2025-01-01 14:48:56
ευ,ccTLD,xn--qxa6a,,,,no,EURid vzw,regery,Regery,https://regery.com/,5.49,5.49,5.49,usd,2024-09-11 10:54:05
бг,ccTLD,xn--90ae,sr,bg,,no,Imena.BG AD,domgate,domgate,https://domgate.com/,34,34.0,34,eur,2025-01-01 15:01:39
бел,ccTLD,xn--90ais,bg,bell,,no,Belarusian Cloud Technologies LLC,quyu,趣域网,https://www.quyu.net/,129,129.0,129,cny,2025-01-01 14:47:38
дети,gTLD,xn--d1acj3b,ru,kids,dyeti,no,The Foundation for Network Initiatives “The Smart Internet”,regery,Regery,https://regery.com/,7.99,7.99,7.99,usd,2024-09-11 10:54:05
ею,ccTLD,xn--e1a4c,ru,her,,no,EURid vzw,regery,Regery,https://regery.com/,5.29,5.49,5.49,usd,2024-09-11 10:54:05
мкд,ccTLD,xn--d1alf,ru,mcd,,no,Macedonian Academic Research Network Skopje,quyu,趣域网,https://www.quyu.net/,120,120.0,120,cny,2025-01-01 14:47:38
москва,gTLD,xn--80adxhks,ru,moscow,moskva,no,Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID),regery,Regery,https://regery.com/,6.99,6.69,6.69,usd,2024-09-11 10:54:05
онлайн,gTLD,xn--80asehdb,ru,online,onlain,no,CORE Association,regery,Regery,https://regery.com/,25.99,26.69,25.99,usd,2024-09-11 10:54:05
орг,gTLD,xn--c1avg,ru,organization,org,no,Public Interest Registry,regery,Regery,https://regery.com/,9.39,9.99,9.99,usd,2024-09-11 10:54:05
рус,gTLD,xn--p1acf,ru,russian,rus,no,Rusnames Limited,regery,Regery,https://regery.com/,2.99,7.69,n/a,usd,2024-09-11 10:54:05
рф,ccTLD,xn--p1ai,ru,rf,,no,Coordination Center for TLD RU,regery,Regery,https://regery.com/,1.99,3.69,1.99,usd,2024-09-11 10:54:05
сайт,gTLD,xn--80aswg,ru,site,sait,no,CORE Association,quyu,趣域网,https://www.quyu.net/,186,186.0,186,cny,2025-01-01 14:47:38
срб,ccTLD,xn--90a3ac,bg,srb,,no,Serbian National Internet Domain Registry (RNIDS),regery,Regery,https://regery.com/,12.99,14.99,12.99,usd,2024-09-11 10:54:05
укр,ccTLD,xn--j1amh,uk,ukr,,no,"Ukrainian Network Information Centre (UANIC), Inc.",regtons,regtons,https://regtons.com/,6.85,6.85,6.85,usd,2025-01-01 15:00:16
қаз,ccTLD,xn--80ao21a,ru,goose,,no,Association of IT Companies of Kazakhstan,regtons,regtons,https://regtons.com/,15.74,15.74,0,usd,2025-01-01 15:00:16
ישראל,ccTLD,xn--4dbrk0ce,,,,yes,The Israel Internet Association (RA),inwx,INWX,https://www.inwx.com/,33.53,33.53,20,eur,2025-01-01 14:52:34
קום,gTLD,xn--9dbq2a,he,get up,qom,yes,VeriSign Sarl,regery,Regery,https://regery.com/,22.99,24.99,22.99,usd,2024-09-11 10:54:05
ابوظبي,gTLD,xn--mgbca7dzdo,ar,abu dhabi,abu thabi,yes,Abu Dhabi Systems and Information Centre,domgate,domgate,https://domgate.com/,80,80.0,80,eur,2025-01-01 15:01:39
الاردن,ccTLD,xn--mgbayh7gpa,ar,jordan,,yes,Ministry of Digital Economy and Entrepreneurship (MoDEE),domgate,domgate,https://domgate.com/,100,100.0,100,eur,2025-01-01 15:01:39
البحرين,ccTLD,xn--mgbcpq6gpa1a,,,,yes,Telecommunications Regulatory Authority (TRA),regery,Regery,https://regery.com/,59.99,59.99,59.99,usd,2024-09-11 10:54:05
السعودية,ccTLD,xn--mgberp4a5d4ar,ar,saudi arabia,,yes,Communications and Information Technology Commission,regery,Regery,https://regery.com/,59.99,59.99,59.99,usd,2024-09-11 10:54:05
امارات,ccTLD,xn--mgbaam7a8h,fa,uae,,yes,Telecommunications and Digital Government Regulatory Authority (TDRA),regery,Regery,https://regery.com/,58.99,58.99,58.99,usd,2024-09-11 10:54:05
بارت,ccTLD,xn--mgbbh1a,ar,bart,,yes,National Internet eXchange of India,regery,Regery,https://regery.com/,5.49,5.99,5.49,usd,2024-09-11 10:54:05
بازار,gTLD,xn--mgbab2bd,ar,bazaar,,yes,CORE Association,regery,Regery,https://regery.com/,16.99,18.99,16.99,usd,2024-09-11 10:54:05
بھارت,ccTLD,xn--mgbbh1a71e,ur,india,,yes,National Internet Exchange of India,regery,Regery,https://regery.com/,5.49,5.99,5.49,usd,2024-09-11 10:54:05
تونس,ccTLD,xn--pgbs0dh,ar,tunisia,,yes,Agence Tunisienne d'Internet,ovh,OVHcloud,https://www.ovhcloud.com/,5.99,4.49,5.99,eur,2024-09-01 14:41:55
سورية,ccTLD,xn--ogbpf8fl,ar,syria,,yes,National Agency for Network Services (NANS),inwx,INWX,https://www.inwx.com/,255,255.0,255,eur,2025-01-01 14:52:34
شبكة,gTLD,xn--ngbc5azd,ar,web,,yes,International Domain Registry Pty. Ltd.,ovh,OVHcloud,https://www.ovhcloud.com/,11.99,12.99,12.89,eur,2024-09-01 14:41:55
عمان,ccTLD,xn--mgb9awbf,ar,oman,,yes,Telecommunications Regulatory Authority (TRA),regery,Regery,https://regery.com/,119.99,119.99,119.99,usd,2024-09-11 10:54:05
فلسطين,ccTLD,xn--ygbi2ammx,ar,palestine,,yes,Ministry of Telecom & Information Technology (MTIT),inwx,INWX,https://www.inwx.com/,55,55.0,55,eur,2025-01-01 14:52:34
قطر,ccTLD,xn--wgbl6a,ar,qatar,,yes,Communications Regulatory Authority,domgate,domgate,https://domgate.com/,4,4.0,4,eur,2025-01-01 15:01:39
مصر,ccTLD,xn--wgbh1c,ar,egypt,,yes,National Telecommunication Regulatory Authority - NTRA,regery,Regery,https://regery.com/,39.99,39.99,39.99,usd,2024-09-11 10:54:05
موريتانيا,ccTLD,xn--mgbah1a3hjkrd,ar,mauritania,,yes,Université de Nouakchott Al Aasriya,regery,Regery,https://regery.com/,99.99,99.99,99.99,usd,2024-09-11 10:54:05
موقع,gTLD,xn--4gbrim,ar,site,,yes,Helium TLDs Ltd,regery,Regery,https://regery.com/,36.99,39.99,36.99,usd,2024-09-11 10:54:05
ڀارت,ccTLD,xn--mgbgu82a,sd,india,,yes,National Internet eXchange of India,regery,Regery,https://regery.com/,5.49,5.99,5.49,usd,2024-09-11 10:54:05
भारत,ccTLD,xn--h2brj9c,hi,india,,no,National Internet Exchange of India,regery,Regery,https://regery.com/,5.49,5.99,5.49,usd,2024-09-11 10:54:05
भारतम्,ccTLD,xn--h2breg3eve,ne,bharatam,,no,National Internet eXchange of India,regery,Regery,https://regery.com/,5.49,5.99,5.49,usd,2024-09-11 10:54:05
भारोत,ccTLD,xn--h2brj9c8c,hi,bharot,,no,National Internet eXchange of India,regery,Regery,https://regery.com/,5.49,5.99,5.49,usd,2024-09-11 10:54:05
संगठन,gTLD,xn--i1b6b1a6a2e,hi,organization,saṅgaṭhana,no,Public Interest Registry,regery,Regery,https://regery.com/,9.39,9.99,9.39,usd,2024-09-11 10:54:05
ভারত,ccTLD,xn--45brj9c,bn,india,,no,National Internet Exchange of India,regery,Regery,https://regery.com/,5.49,5.99,5.49,usd,2024-09-11 10:54:05
ভাৰত,ccTLD,xn--45br5cyl,bn,bharata,,no,National Internet eXchange of India,regery,Regery,https://regery.com/,5.49,5.99,5.49,usd,2024-09-11 10:54:05
ਭਾਰਤ,ccTLD,xn--s9brj9c,pa,india,,no,National Internet Exchange of India,regery,Regery,https://regery.com/,5.49,5.99,5.49,usd,2024-09-11 10:54:05
ભારત,ccTLD,xn--gecrj9c,gu,india,,no,National Internet Exchange of India,regery,Regery,https://regery.com/,5.49,5.99,5.49,usd,2024-09-11 10:54:05
ଭାରତ,ccTLD,xn--3hcrj9c,en,ଭାରତ,,no,National Internet eXchange of India,regery,Regery,https://regery.com/,5.49,5.99,5.49,usd,2024-09-11 10:54:05
இந்தியா,ccTLD,xn--xkc2dl3a5ee0h,ta,india,,no,National Internet Exchange of India,regery,Regery,https://regery.com/,5.49,5.99,5.49,usd,2024-09-11 10:54:05
இலங்கை,ccTLD,xn--xkc2al3hye2a,ta,sri lanka,,no,LK Domain Registry,inwx,INWX,https://www.inwx.com/,137,123.0,84,eur,2025-01-01 14:52:34
சிங்கப்பூர்,ccTLD,xn--clchc0ea0b2g2a9gcd,ta,singapore,,no,Singapore Network Information Centre (SGNIC) Pte Ltd,inwx,INWX,https://www.inwx.com/,54.51,54.51,54.51,eur,2025-01-01 14:52:34
భారత్,ccTLD,xn--fpcrj9c3d,te,india,,no,National Internet Exchange of India,regery,Regery,https://regery.com/,5.49,5.99,5.49,usd,2024-09-11 10:54:05
ಭಾರತ,ccTLD,xn--2scrj9c,kn,india,,no,National Internet eXchange of India,regery,Regery,https://regery.com/,5.49,5.99,5.49,usd,2024-09-11 10:54:05
ഭാരതം,ccTLD,xn--rvc1e0am3e,ml,india,,no,National Internet eXchange of India,regery,Regery,https://regery.com/,5.49,5.99,5.49,usd,2024-09-11 10:54:05
ලංකා,ccTLD,xn--fzc2c9e2c,si,the,,no,LK Domain Registry,inwx,INWX,https://www.inwx.com/,137,123.0,84,eur,2025-01-01 14:52:34
ไทย,ccTLD,xn--o3cw4h,th,thai,,no,Thai Network Information Center Foundation,regery,Regery,https://regery.com/,139.99,139.99,139.99,usd,2024-09-11 10:54:05
გე,ccTLD,xn--node,ka,customize,,no,Information Technologies Development Center (ITDC),domgate,domgate,https://domgate.com/,20,20.0,20,eur,2025-01-01 15:01:39
みんな,gTLD,xn--q9jyb4c,ja,everyone,minna,no,Charleston Road Registry Inc.,porkbun,porkbun,https://porkbun.com/,7.4,7.4,7.4,usd,2025-01-01 14:55:21
クラウド,gTLD,xn--gckr3f0f,ja,cloud,kuraudo,no,"Amazon Registry Services, Inc.",encirca,EnCirca,https://www.encirca.com/,30,30.0,30,usd,2025-01-01 15:03:34
コム,gTLD,xn--tckwe,ja,com,komu,no,VeriSign Sarl,rebel,Rebel,https://www.rebel.com/,10.99,10.99,n/a,usd,2025-01-01 14:58:17
ストア,gTLD,xn--cck2b3b,ja,store,sutoa,no,"Amazon Registry Services, Inc.",encirca,EnCirca,https://www.encirca.com/,30,30.0,30,usd,2025-01-01 15:03:34
セール,gTLD,xn--1ck2e1b,ja,sale,sēru,no,"Amazon Registry Services, Inc.",encirca,EnCirca,https://www.encirca.com/,20,20.0,20,usd,2025-01-01 15:03:34
ファッション,gTLD,xn--bck1b9a5dre4c,ja,fashion,fasshon,no,"Amazon Registry Services, Inc.",encirca,EnCirca,https://www.encirca.com/,n/a,30.0,30,usd,2025-01-01 15:03:34
世界,gTLD,xn--rhqv96g,zh,world,shìjiè,no,Stable Tone Limited,domgate,domgate,https://domgate.com/,12,12.0,12,eur,2025-01-01 15:01:39
中国,ccTLD,xn--fiqs8s,zh-hans,china,,no,China Internet Network Information Center (CNNIC),ename,易名,https://www.ename.com/,35,88.0,88,cny,2025-01-01 14:47:01
中國,ccTLD,xn--fiqz9s,zh-hant,china,,no,China Internet Network Information Center (CNNIC),101domain,101domain,https://www.101domain.com/,52.49,60.99,52.49,usd,2025-01-01 14:48:25
中文网,gTLD,xn--fiq228c5hs,zh,dot chinese website,Zhōngwén wǎng,no,TLD REGISTRY LIMITED,regery,Regery,https://regery.com/,89.99,89.99,89.99,usd,2024-09-11 10:54:05
企业,gTLD,xn--vhquv,zh-hans,enterprise,,no,"Binky Moon, LLC",tencent,腾讯云,https://cloud.tencent.com/,80,88.0,88,cny,2024-11-01 19:20:20
佛山,gTLD,xn--1qqw23a,zh,foshan,fòshān,no,"Guangzhou YU Wei Information Technology Co., Ltd.",aliyun,阿里云,https://wanwang.aliyun.com/,19,99.0,99,cny,2025-01-01 14:47:23
